"","dataword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"11408","makna",0,0,0,0,0,0,0,0,0,0
"11409","spiritual",0,0,0,0,0,0,0,0,0,0
"11410","gunung",0,0,0,0,0,0,0,0,0,0
"11411","mata",0,0,0,0,0,0,0,0,0,0
"11412","pencaharian",0,0,0,0,0,0,0,0,0,0
"11413","ratusan",0,0,0,0,0,0,0,0,0,0
"11414","ribu",0,0,0,0,0,0,0,0,0,0
"11415","penduduk",0,0,0,0,0,0,0,0,0,0
"11416","tinggal",0,0,0,0,0,0,0,0,0,0
"11417","kaki",0,0,0,0,0,0,0,0,0,0
"11418","gunung",0,0,0,0,0,0,0,0,0,0
"11419","merapi",0,0,0,0,0,0,0,0,0,0
"11420","gunung",0,0,0,0,0,0,0,0,0,0
"11421","dikelola",0,0,0,0,0,0,0,0,0,0
"11422","balai",0,0,0,0,0,0,0,0,0,0
"11423","taman",0,0,0,0,0,0,0,0,0,0
"11424","nasional",0,0,0,0,0,0,0,0,0,0
"11425","gunung",0,0,0,0,0,0,0,0,0,0
"11426","merapi",0,0,0,0,0,0,0,0,0,0
"11427","kementerian",0,0,0,0,0,0,0,0,0,0
"11428","lingkungan",0,0,0,0,0,0,0,0,0,0
"11429","hidup",0,0,0,0,0,0,0,0,0,0
"11430","kehutananuntuk",0,0,0,0,0,0,0,0,0,0
"11431","puncak",0,0,0,0,0,0,0,0,0,0
"11432","sarankan",0,0,0,0,0,0,0,0,0,0
"11433","melewati",0,0,0,0,0,0,0,0,0,0
"11434","jalur",0,0,0,0,0,0,0,0,0,0
"11435","selo",0,0,0,0,0,0,0,0,0,0
"11436","boyolali",0,0,0,0,0,0,0,0,0,0
"11437","jalur",0,0,0,0,0,0,0,0,0,0
"11438","kaliurang",0,0,0,0,0,0,0,0,0,0
"11439","pasca",0,0,0,0,0,0,0,0,0,0
"11440","letusan",0,0,0,0,0,0,0,0,0,0
"11441","hilang",0,0,0,0,0,0,0,0,0,0
"11442","curam",0,0,0,0,0,0,0,0,0,0
"11443","minimnya",0,0,0,0,0,0,0,0,0,0
"11444","vegetasi",0,0,0,0,0,0,0,0,0,0
"11445","akibat",0,0,0,0,0,0,0,0,0,0
"11446","luncuran",0,0,0,0,0,0,0,0,0,0
"11447","awan",0,0,0,0,0,0,0,0,0,0
"11448","panas",0,0,0,0,0,0,0,0,0,0
"11449","lavagunung",0,0,0,0,0,0,0,0,0,0
"11450","wajib",0,0,0,0,0,0,0,0,0,0
"11451","didaki",0,0,0,0,0,0,0,0,0,0
"11452","pecinta",0,0,0,0,0,0,0,0,0,0
"11453","alam",0,0,0,0,0,0,0,0,0,0
"11454","mengalami",0,0,0,0,0,0,0,0,0,0
"11455","perubahan",0,0,0,0,0,0,0,0,0,0
"11456","semenjak",0,0,0,0,0,0,0,0,0,0
"11457","meninggalkan",0,0,0,0,0,0,0,0,0,0
"11458","jogja",0,0,0,0,0,0,0,0,0,0
"11459","rumah",0,0,0,0,0,0,0,0,0,0
"11460","mbah",0,0,0,0,0,0,0,0,0,0
"11461","maridjan",0,0,0,0,0,0,0,0,0,0
"11462","desa",0,0,0,0,0,0,0,0,0,0
"11463","cangkringan",0,0,0,0,0,0,0,0,0,0
"11464","cuman",0,0,0,0,0,0,0,0,0,0
"11465","sayang",0,0,0,0,0,0,0,0,0,0
"11466","perna",0,0,0,0,0,0,0,0,0,0
"11467","nyampe",0,0,0,0,0,0,0,0,0,0
"11468","puncak",0,0,0,0,0,0,0,0,0,0
"11469","garuda",0,0,0,0,0,0,0,0,0,0
"11470","off",0,0,0,0,0,0,0,0,0,0
"11471","road",0,0,0,0,0,0,0,0,0,0
"11472","musim",0,0,0,0,0,0,0,0,0,0
"11473","kemarau",0,0,0,0,0,0,0,0,0,0
"11474","siapsiap",0,0,0,0,0,0,0,0,0,0
"11475","debunya",0,0,0,0,0,0,0,0,0,0
"11476","x",0,0,0,0,0,0,0,0,0,0
"11477","merapi",0,0,0,0,0,0,0,0,0,0
"11478","erupsi",0,0,0,0,0,0,0,0,0,0
"11479","menampilkan",0,0,0,0,0,0,0,0,0,0
"11480","view",0,0,0,0,0,0,0,0,0,0
"11481","sejarah",0,0,0,0,0,0,0,0,0,0
"11482","berbeda",0,0,0,0,0,0,0,0,0,0
"11483","gak",0,0,0,0,0,0,0,0,0,0
"11484","bosan",0,0,0,0,0,0,0,0,0,0
"11485","berkalikali",0,0,0,0,0,0,0,0,0,0
"11486","kaliurang",0,0,0,0,0,0,0,0,0,0
"11487","makan",0,0,0,0,0,0,0,0,0,0
"11488","sate",0,0,0,0,0,0,0,0,0,0
"11489","kelinci",0,0,0,0,0,0,0,0,0,0
"11490","museum",0,0,0,0,0,0,0,0,0,0
"11491","ulen",0,0,0,0,0,0,0,0,0,0
"11492","sentalu",0,0,0,0,0,0,0,0,0,0
"11493","hiking",0,0,0,0,0,0,0,0,0,0
"11494","kaliurang",0,0,0,0,0,0,0,0,0,0
"11495","bebeng",0,0,0,0,0,0,0,0,0,0
"11496","kinahrejo",0,0,0,0,0,0,0,0,0,0
"11497","tempatnya",0,0,0,0,0,0,0,0,0,0
"11498","mbah",0,0,0,0,0,0,0,0,0,0
"11499","maridjan",0,0,0,0,0,0,0,0,0,0
"11500","sekedar",0,0,0,0,0,0,0,0,0,0
"11501","nongkrong",0,0,0,0,0,0,0,0,0,0
"11502","tamannya",0,0,0,0,0,0,0,0,0,0
"11503","kesegaran",0,0,0,0,0,0,0,0,0,0
"11504","tersedia",0,0,0,0,0,0,0,0,0,0
"11505","hotel",0,0,0,0,0,0,0,0,0,0
"11506","bagus",0,0,0,0,0,0,0,0,0,0
"11507","cangkringan",0,0,0,0,0,0,0,0,0,0
"11508","villa",0,0,0,0,0,0,0,0,0,0
"11509","sambi",0,0,0,0,0,0,0,0,0,0
"11510","resort",0,0,0,0,0,0,0,0,0,0
"11511","griya",0,0,0,0,0,0,0,0,0,0
"11512","persada",0,0,0,0,0,0,0,0,0,0
"11513","dll",0,0,0,0,0,0,0,0,0,0
"11514","fasilitas",0,0,0,0,0,0,0,0,0,0
"11515","sembari",0,0,0,0,0,0,0,0,0,0
"11516","menikmati",0,0,0,0,0,0,0,0,0,0
"11517","view",0,0,0,0,0,0,0,0,0,0
"11518","suasana",0,0,0,0,0,0,0,0,0,0
"11519","gunung",0,0,0,0,0,0,0,0,0,0
"11520","merapi",0,0,0,0,0,0,0,0,0,0
"11521","istimewa",0,0,0,0,0,0,0,0,0,0
"11522","dicoba",0,0,0,0,0,0,0,0,0,0
"11523","berkunjung",0,0,0,0,0,0,0,0,0,0
"11524","merapi",0,0,0,0,0,0,0,0,0,0
"11525","bosan",0,0,0,0,0,0,0,0,0,0
"11526","city",0,0,0,0,0,0,0,0,0,0
"11527","tour",0,0,0,0,0,0,0,0,0,0
"11528","kota",0,0,0,0,0,0,0,0,0,0
"11529","merapi",0,0,0,0,0,0,0,0,0,0
"11530","lava",1,0,0,1,0,0,0,0,1,0
"11531","tour",0,0,0,0,0,0,0,0,0,0
"11532","kudu",0,0,0,0,0,0,0,0,0,0
"11533","wajib",0,0,0,0,0,0,0,0,0,0
"11534","cobabaiknya",0,0,0,0,0,0,0,0,0,0
"11535","disana",0,0,0,0,0,0,0,0,0,0
"11536","subuh",0,0,0,0,0,0,0,0,0,0
"11537","kirakira",0,0,0,0,0,0,0,0,0,0
"11538","jam",0,0,0,0,0,0,0,0,0,1
"11539","bsiap",0,0,0,0,0,0,0,0,0,0
"11540","jeep",0,0,0,0,0,0,0,0,0,0
"11541","langsung",0,0,0,0,0,0,0,0,0,0
"11542","cus",0,0,0,0,0,0,0,0,0,0
"11543","jeepnya",0,0,0,0,0,0,0,0,0,0
"11544","jalan",0,0,0,0,0,0,0,0,0,0
"11545","pengemudi",0,0,0,0,0,0,0,0,0,0
"11546","jeep",0,0,0,0,0,0,0,0,0,0
"11547","nya",0,0,0,0,0,0,0,0,0,0
"11548","kerenkeren",0,0,0,0,0,0,0,0,0,0
"11549","menggoncang",0,0,0,0,0,0,0,0,0,0
"11550","menerobos",0,0,0,0,0,0,0,0,0,0
"11551","jalanjalan",0,0,0,0,0,0,0,0,0,0
"11552","bebatuan",0,0,0,0,0,0,0,0,0,0
"11553","gokil",0,0,0,0,0,0,0,0,0,0
"11554","banget",0,0,0,0,0,0,0,0,0,0
"11555","hati",0,0,0,0,0,0,0,0,0,0
"11556","tahan",0,0,0,0,0,0,0,0,0,0
"11557","goncangan",0,0,0,0,0,0,0,0,0,0
"11558","uhuk",0,0,0,0,0,0,0,0,0,0
"11559","uhuk",0,0,0,0,0,0,0,0,0,0
"11560","muah",0,0,0,0,0,0,0,0,0,0
"11561","bersiaplah",0,0,0,0,0,0,0,0,0,0
"11562","menyambut",0,0,0,0,0,0,0,0,0,0
"11563","menikmati",0,0,0,0,0,0,0,0,0,0
"11564","sunrise",0,0,0,0,0,0,0,0,0,0
"11565","selesainya",0,0,0,0,0,0,0,0,0,0
"11566","diajak",0,0,0,0,0,0,0,0,0,0
"11567","spot",0,0,0,0,0,0,0,0,0,0
"11568","kali",0,0,0,0,0,0,0,0,0,0
"11569","opak",0,0,0,0,0,0,0,0,0,0
"11570","batu",0,0,0,0,0,0,0,0,0,0
"11571","berasap",0,0,0,0,0,0,0,0,0,0
"11572","bener",0,0,0,0,0,0,0,0,0,0
"11573","loh",0,0,0,0,0,0,0,0,0,0
"11574","dibawah",0,0,0,0,0,0,0,0,0,0
"11575","batunya",0,0,0,0,0,0,0,0,0,0
"11576","berasap",0,0,0,0,0,0,0,0,0,0
"11577","anget",0,0,0,0,0,0,0,0,0,0
"11578","museum",0,0,0,0,0,0,0,0,0,0
"11579","mini",0,0,0,0,0,0,0,0,0,0
"11580","bete",0,0,0,0,0,0,0,0,0,0
"11581","terciprat",0,0,0,0,0,0,0,0,0,0
"11582","genangan",0,0,0,0,0,0,0,0,0,0
"11583","lumpur",0,0,0,0,0,0,0,0,0,0
"11584","disitulah",0,0,0,0,0,0,0,0,0,0
"11585","letak",0,0,0,0,0,0,0,0,0,0
"11586","keseruannya",0,0,0,0,0,0,0,0,0,0
"11587","museum",0,0,0,0,0,0,0,0,0,0
"11588","mini",0,0,0,0,0,0,0,0,0,0
"11589","wajib",0,0,0,0,0,0,0,0,0,0
"11590","datangi",0,0,0,0,0,0,0,0,0,0
"11591","saksi",0,0,0,0,0,0,0,0,0,0
"11592","reruntuhan",0,0,0,0,0,0,0,0,0,0
"11593","seisi",0,0,0,0,0,0,0,0,0,0
"11594","rumah",0,0,0,0,0,0,0,0,0,0
"11595","akibat",0,0,0,0,0,0,0,0,0,0
"11596","merapi",0,0,0,0,0,0,0,0,0,0
"11597","saatsaat",0,0,0,0,0,0,0,0,0,0
"11598","pas",0,0,0,0,0,0,0,0,0,0
"11599","merenungkan",0,0,0,0,0,0,0,0,0,0
"11600","arti",0,0,0,0,0,0,0,0,0,0
"11601","hidup",0,0,0,0,0,0,0,0,0,0
"11602","bersyukur",0,0,0,0,0,0,0,0,0,0
"11603","inioverall",0,0,0,0,0,0,0,0,0,0
"11604","highlight",0,0,0,0,0,0,0,0,0,0
"11605","yogyakarta",0,0,0,0,0,0,0,0,0,0
"11606","salut",0,0,0,0,0,0,0,0,0,0
"11607","pengemudi",0,0,0,0,0,0,0,0,0,0
"11608","keep",0,0,0,0,0,0,0,0,0,0
"11609","up",0,0,0,0,0,0,0,0,0,0
"11610","the",0,0,0,0,0,0,0,0,0,0
"11611","excellent",0,0,0,0,1,0,0,1,0,1
"11612","works",0,0,0,0,0,0,0,0,0,0
"11613","pemandangannya",0,0,0,0,0,0,0,0,0,0
"11614","bagus",0,0,0,0,0,0,0,0,0,0
"11615","tips",0,0,0,0,0,0,0,0,0,0
"11616","berangkatlah",0,0,0,0,0,0,0,0,0,0
"11617","pagi",0,0,0,0,0,0,0,0,0,0
"11618","cuaca",0,0,0,0,0,0,0,0,0,0
"11619","cerah",0,0,0,0,0,0,0,0,0,0
"11620","udara",0,0,0,0,0,0,0,0,0,0
"11621","panas",0,0,0,0,0,0,0,0,0,0
"11622","lakukanlah",0,0,0,0,0,0,0,0,0,0
"11623","lava",1,0,0,1,0,0,0,0,1,0
"11624","tour",0,0,0,0,0,0,0,0,0,0
"11625","jeep",0,0,0,0,0,0,0,0,0,0
"11626","merasakan",0,0,0,0,0,0,0,0,0,0
"11627","pengalaman",0,0,0,0,0,0,0,0,0,0
"11628","tour",0,0,0,0,0,0,0,0,0,0
"11629","plus",0,0,0,0,0,0,0,0,0,0
"11630","keramahan",0,0,0,0,0,0,0,0,0,0
"11631","si",0,0,0,0,0,0,0,0,0,0
"11632","pengemudi",0,0,0,0,0,0,0,0,0,0
"11633","museum",0,0,0,0,0,0,0,0,0,0
"11634","unik",0,0,0,0,0,0,0,0,0,0
"11635","guide",0,0,0,0,0,0,0,1,0,1
"11636","menguasai",0,0,0,0,0,0,0,0,0,0
"11637","cerita",0,0,0,0,0,0,0,0,0,0
"11638","museum",0,0,0,0,0,0,0,0,0,0
"11639","tsb",0,0,0,0,0,0,0,0,0,0
"11640","sukai",0,0,0,0,0,0,0,0,0,0
"11641","memasuki",0,0,0,0,0,0,0,0,0,0
"11642","ruangan",0,0,0,0,0,0,0,0,0,0
"11643","berisi",0,0,0,0,0,0,0,0,0,0
"11644","surat",0,0,0,0,0,0,0,0,0,0
"11645","surat",0,0,0,0,0,0,0,0,0,0
"11646","cinta",0,0,0,0,0,0,0,0,0,0
"11647","kuno",0,0,0,0,0,0,0,0,0,0
"11648","jaman",0,0,0,0,0,0,0,0,0,0
"11649","perjalanan",0,0,0,0,0,0,0,0,0,0
"11650","keren",0,0,0,0,0,0,0,0,0,0
"11651","merapi",0,0,0,0,0,0,0,0,0,0
"11652","kaki",0,0,0,0,0,0,0,0,0,0
"11653","gunung",0,0,0,0,0,0,0,0,0,0
"11654","disuguhkan",0,0,0,0,0,0,0,0,0,0
"11655","travel",0,0,0,0,0,0,0,0,0,0
"11656","jeep",0,0,0,0,0,0,0,0,0,0
"11657","berpetualang",0,0,0,0,0,0,0,0,0,0
"11658","ditengahtengah",0,0,0,0,0,0,0,0,0,0
"11659","berhenti",0,0,0,0,0,0,0,0,0,0
"11660","rumah",0,0,0,0,0,0,0,0,0,0
"11661","penduduk",0,0,0,0,0,0,0,0,0,0
"11662","korban",0,0,0,0,0,0,0,0,0,0
"11663","erupsi",0,0,0,0,0,0,0,0,0,0
"11664","rumah",0,0,0,0,0,0,0,0,0,0
"11665","monumen",0,0,0,0,0,0,0,0,0,0
"11666","peringatansebenarnya",0,0,0,0,0,0,0,0,0,0
"11667","jarak",0,0,0,0,0,0,0,0,0,0
"11668","merapai",0,0,0,0,0,0,0,0,0,0
"11669","perumahan",0,0,0,0,0,0,0,0,0,0
"11670","penduduk",0,0,0,0,0,0,0,0,0,0
"11671","gunung",0,0,0,0,0,0,0,0,0,0
"11672","aktif",0,0,0,0,0,0,0,0,0,0
"11673","pengawasan",0,0,0,0,0,0,0,0,0,0
"11674","longgar",0,0,0,0,0,0,0,0,0,0
"11675","emembuat",0,0,0,0,0,0,0,0,0,0
"11676","perumahan",0,0,0,0,0,0,0,0,0,0
"11677","penduduk",0,0,0,0,0,0,0,0,0,0
"11678","berdiriini",0,0,0,0,0,0,0,0,0,0
"11679","sungguh",0,0,0,0,0,0,0,0,0,0
"11680","petualangan",0,0,0,0,0,0,0,0,0,0
"11681","menyenangkan",0,0,0,0,0,0,0,0,0,0
"11682","pemandangan",0,0,0,0,0,0,0,0,0,0
"11683","alamnya",0,0,0,0,0,0,0,0,0,0
"11684","menakjubkan",0,0,0,0,0,0,0,0,0,0
"11685","salah",0,0,0,0,0,0,0,0,0,0
"11686","alternatif",0,0,0,0,0,0,0,0,0,0
"11687","wisata",0,0,0,0,0,0,0,0,0,0
"11688","jogja",0,0,0,0,0,0,0,0,0,0
"11689","menyuguhkan",0,0,0,0,0,0,0,0,0,0
"11690","pemandangan",0,0,0,0,0,0,0,0,0,0
"11691","alam",0,0,0,0,0,0,0,0,0,0
"11692","mengikuti",0,0,0,0,0,0,0,0,0,0
"11693","lava",1,0,0,1,0,0,0,0,1,0
"11694","tour",0,0,0,0,0,0,0,0,0,0
"11695","merapi",0,0,0,0,0,0,0,0,0,0
"11696","mengunjungi",0,0,0,0,0,0,0,0,0,0
"11697","desa",0,0,0,0,0,0,0,0,0,0
"11698","terdampak",0,0,0,0,0,0,0,0,0,0
"11699","erupsi",0,0,0,0,0,0,0,0,0,0
"11700","desa",0,0,0,0,0,0,0,0,0,0
"11701","kinahrejo",0,0,0,0,0,0,0,0,0,0
"11702","cangkringan",0,0,0,0,0,0,0,0,0,0
"11703","mengunjungi",0,0,0,0,0,0,0,0,0,0
"11704","museum",0,0,0,0,0,0,0,0,0,0
"11705","mini",0,0,0,0,0,0,0,0,0,0
"11706","mengunjungi",0,0,0,0,0,0,0,0,0,0
"11707","bunker",0,0,0,1,0,0,0,0,0,0
"11708","kaliadem",0,0,0,0,0,0,0,0,0,0
"11709","halhal",0,0,0,0,0,0,0,0,0,0
"11710","referensi",0,0,0,0,0,0,0,0,0,0
"11711","wisata",0,0,0,0,0,0,0,0,0,0
"11712","keluarga",0,0,0,0,0,0,0,0,0,0
"11713","lupa",0,0,0,0,0,0,0,0,0,0
"11714","membawa",0,0,0,0,0,0,0,0,0,0
"11715","topi",0,0,0,0,0,0,0,0,0,0
"11716","melindungi",0,0,0,0,0,0,0,0,0,0
"11717","sinar",0,0,0,0,0,0,0,0,0,0
"11718","matahari",0,0,0,0,0,0,0,0,0,0
"11719","terik",0,0,0,0,0,0,0,0,0,0
"11720","siang",0,0,0,0,0,0,0,0,0,0
"11721","merapi",0,0,0,0,0,0,0,0,0,0
"11722","merapi",0,0,0,0,0,0,0,0,0,0
"11723","jeep",0,0,0,0,0,0,0,0,0,0
"11724","jeep",0,0,0,0,0,0,0,0,0,0
"11725","dikenakan",0,0,0,0,0,0,0,0,0,0
"11726","harga",0,0,0,0,0,0,0,0,0,0
"11727","rb",0,0,0,0,0,0,0,0,0,0
"11728","mengelilingi",0,0,0,0,0,0,0,0,0,0
"11729","merapi",0,0,0,0,0,0,0,0,0,0
"11730","rb",0,0,0,0,0,0,0,0,0,0
"11731","jam",0,0,0,0,0,0,0,0,0,1
"11732","rb",0,0,0,0,0,0,0,0,0,0
"11733","jam",0,0,0,0,0,0,0,0,0,1
"11734","max",0,0,0,0,0,0,0,0,0,0
"11735","orang",0,0,0,0,0,0,0,0,0,0
"11736","mahal",0,0,0,0,0,0,0,0,0,0
"11737","share",0,1,0,0,1,0,0,1,0,1
"11738","dgn",0,0,0,0,0,0,0,0,0,0
"11739","rombongan",0,0,0,0,0,0,0,0,0,0
"11740","lainkalian",0,0,0,0,0,0,0,0,0,0
"11741","lihat",0,0,0,0,0,0,0,0,0,0
"11742","meseum",0,0,0,0,0,0,0,0,0,0
"11743","sisa",0,0,0,0,0,0,0,0,0,0
"11744","harta",0,0,0,0,0,0,0,0,0,0
"11745","ku",0,0,0,0,0,0,0,0,0,0
"11746","bunker",0,0,0,1,0,0,0,0,0,0
"11747","dll",0,0,0,0,0,0,0,0,0,0
"11748","pemandangan",0,0,0,0,0,0,0,0,0,0
"11749","merapi",0,0,0,0,0,0,0,0,0,0
"11750","sungguh",0,0,0,0,0,0,0,0,0,0
"11751","mengesankan",0,0,0,0,0,0,0,0,0,0
"11752","bepergian",0,0,0,0,0,0,0,0,0,0
"11753","gunung",0,0,0,0,0,0,0,0,0,0
"11754","merapi",0,0,0,0,0,0,0,0,0,0
"11755","sulit",0,0,0,0,0,0,0,0,0,0
"11756","mencari",0,0,0,0,0,0,0,0,0,0
"11757","transportasi",0,0,0,0,0,0,0,0,0,0
"11758","kesana",0,0,0,0,0,0,0,0,0,0
"11759","pemandangan",0,0,0,0,0,0,0,0,0,0
"11760","bagus",0,0,0,0,0,0,0,0,0,0
"11761","asap",0,0,0,0,0,0,0,0,0,0
"11762","puncak",0,0,0,0,0,0,0,0,0,0
"11763","gunung",0,0,0,0,0,0,0,0,0,0
"11764","menandakan",0,0,0,0,0,0,0,0,0,0
"11765","gunung",0,0,0,0,0,0,0,0,0,0
"11766","aktif",0,0,0,0,0,0,0,0,0,0
"11767","wisata",0,0,0,0,0,0,0,0,0,0
"11768","merapi",0,0,0,0,0,0,0,0,0,0
"11769","lava",1,0,0,1,0,0,0,0,1,0
"11770","tour",0,0,0,0,0,0,0,0,0,0
"11771","sewa",0,0,0,0,0,0,0,0,0,0
"11772","jeep",0,0,0,0,0,0,0,0,0,0
"11773","rp",0,0,0,0,0,0,0,0,0,0
"11774","ribu",0,0,0,0,0,0,0,0,0,0
"11775","tour",0,0,0,0,0,0,0,0,0,0
"11776","jam",0,0,0,0,0,0,0,0,0,1
"11777","berkunjung",0,0,0,0,0,0,0,0,0,0
"11778","museum",0,0,0,0,0,0,0,0,0,0
"11779","merapi",0,0,0,0,0,0,0,0,0,0
"11780","makammbah",0,0,0,0,0,0,0,0,0,0
"11781","marijan",0,0,0,0,0,0,0,0,0,0
"11782","alien",0,0,1,1,0,0,0,0,1,0
"11783","menyerupai",0,0,0,0,0,0,0,0,0,0
"11784","wujud",0,0,0,0,0,0,0,0,0,0
"11785","wajah",0,0,0,0,0,0,0,0,0,0
"11786","manusia",0,0,0,0,0,0,0,0,0,0
"11787","bunker",0,0,0,1,0,0,0,0,0,0
"11788","perlindungan",0,0,0,0,0,0,0,0,0,0
"11789","wisata",0,0,0,0,0,0,0,0,0,0
"11790","outdoor",0,0,0,0,0,0,0,0,0,0
"11791","off",0,0,0,0,0,0,0,0,0,0
"11792","road",0,0,0,0,0,0,0,0,0,0
"11793","mengasikkanmust",0,0,0,0,0,0,0,0,0,0
"11794","try",0,0,0,0,0,0,0,0,0,0
"11795","tur",0,0,0,0,0,0,0,0,0,0
"11796","ojek",0,0,0,0,0,0,0,0,0,0
"11797","menarik",0,0,0,0,0,0,0,0,0,0
"11798","murah",0,0,0,0,0,0,0,0,0,0
"11799","meriah",0,0,0,0,0,0,0,0,0,0
"11800","seru",0,0,0,0,0,0,0,0,0,0
"11801","menghemat",0,0,0,0,0,0,0,0,0,0
"11802","wisatawan",0,0,0,0,0,0,0,0,0,0
"11803","backpaker",0,0,0,0,0,0,0,0,0,0
"11804","gunung",0,0,0,0,0,0,0,0,0,0
"11805","merapi",0,0,0,0,0,0,0,0,0,0
"11806","salah",0,0,0,0,0,0,0,0,0,0
"11807","keindahan",0,0,0,0,0,0,0,0,0,0
"11808","alam",0,0,0,0,0,0,0,0,0,0
"11809","dikunjungi",0,0,0,0,0,0,0,0,0,0
"11810","wisatawan",0,0,0,0,0,0,0,0,0,0
"11811","berkunjung",0,0,0,0,0,0,0,0,0,0
"11812","yogyakarta",0,0,0,0,0,0,0,0,0,0
"11813","takkan",0,0,0,0,0,0,0,0,0,0
"11814","bosan",0,0,0,0,0,0,0,0,0,0
"11815","menatapnya",0,0,0,0,0,0,0,0,0,0
"11816","kinahrejo",0,0,0,0,0,0,0,0,0,0
"11817","kaki",0,0,0,0,0,0,0,0,0,0
"11818","gunung",0,0,0,0,0,0,0,0,0,0
"11819","merapi",0,0,0,0,0,0,0,0,0,0
"11820","sembari",0,0,0,0,0,0,0,0,0,0
"11821","mengelilingi",0,0,0,0,0,0,0,0,0,0
"11822","area",0,0,0,0,0,0,0,0,0,0
"11823","oofroad",0,0,0,0,0,0,0,0,0,0
"11824","kinahrejo",0,0,0,0,0,0,0,0,0,0
"11825","motor",0,0,0,0,0,0,0,0,0,0
"11826","trail",0,0,0,0,0,0,0,0,0,0
"11827","jeep",0,0,0,0,0,0,0,0,0,0
"11828","lupa",0,0,0,0,0,0,0,0,0,0
"11829","menikmati",0,0,0,0,0,0,0,0,0,0
"11830","segelas",0,0,0,0,0,0,0,0,0,0
"11831","wedang",0,0,0,0,0,0,0,0,0,0
"11832","gedang",0,0,0,0,0,0,0,0,0,0
"11833","minuman",0,0,0,0,0,0,0,0,0,0
"11834","khas",0,0,0,0,0,0,0,0,0,0
"11835","kinahrejo",0,0,0,0,0,0,0,0,0,0
"11836","mengunjungi",0,0,0,0,0,0,0,0,0,0
"11837","merapi",0,0,0,0,0,0,0,0,0,0
"11838","mengikuti",0,0,0,0,0,0,0,0,0,0
"11839","lava",1,0,0,1,0,0,0,0,1,0
"11840","tour",0,0,0,0,0,0,0,0,0,0
"11841","membayar",0,0,0,0,0,0,0,0,0,0
"11842","ribu",0,0,0,0,0,0,0,0,0,0
"11843","jeep",0,0,0,0,0,0,0,0,0,0
"11844","jeep",0,0,0,0,0,0,0,0,0,0
"11845","berisi",0,0,0,0,0,0,0,0,0,0
"11846","dewasa",0,0,0,0,0,0,0,0,0,0
"11847","udah",0,0,0,0,0,0,0,0,0,0
"11848","merasakan",0,0,0,0,0,0,0,0,0,0
"11849","serunya",0,0,0,0,0,0,0,0,0,0
"11850","off",0,0,0,0,0,0,0,0,0,0
"11851","road",0,0,0,0,0,0,0,0,0,0
"11852","merapi",0,0,0,0,0,0,0,0,0,0
"11853","jam",0,0,0,0,0,0,0,0,0,1
"11854","mengelilingi",0,0,0,0,0,0,0,0,0,0
"11855","merapi",0,0,0,0,0,0,0,0,0,0
"11856","batu",0,0,0,0,0,0,0,0,0,0
"11857","alien",0,0,1,1,0,0,0,0,1,0
"11858","museum",0,0,0,0,0,0,0,0,0,0
"11859","omahku",0,0,0,0,0,0,0,0,0,0
"11860","saksi",0,0,0,0,0,0,0,0,0,0
"11861","bisu",0,0,0,0,0,0,0,0,0,0
"11862","kehebatan",0,0,0,0,0,0,0,0,0,0
"11863","merapi",0,0,0,0,0,0,0,0,0,0
"11864","merapi",0,0,0,0,0,0,0,0,0,0
"11865","menawarkan",0,0,0,0,0,0,0,0,0,0
"11866","pemandangan",0,0,0,0,0,0,0,0,0,0
"11867","alam",0,0,0,0,0,0,0,0,0,0
"11868","perjalanan",0,0,0,0,0,0,0,0,0,0
"11869","wisata",0,0,0,0,0,0,0,0,0,0
"11870","merapi",0,0,0,0,0,0,0,0,0,0
"11871","wilayah",0,0,0,0,0,0,0,0,0,0
"11872","kaliurang",0,0,0,0,0,0,0,0,0,0
"11873","mobil",0,0,0,0,0,0,0,0,0,0
"11874","bergardan",0,0,0,0,0,0,0,0,0,0
"11875","jenis",0,0,0,0,0,0,0,0,0,0
"11876","jeep",0,0,0,0,0,0,0,0,0,0
"11877","hardtop",0,0,0,0,0,0,0,0,0,0
"11878","jalanannya",0,0,0,0,0,0,0,0,0,0
"11879","kendaraan",0,0,0,0,0,0,0,0,0,0
"11880","jenis",0,0,0,0,0,0,0,0,0,0
"11881","jalan",0,0,0,0,0,0,0,0,0,0
"11882","raya",0,0,0,0,0,0,0,0,0,0
"11883","perjalanan",0,0,0,0,0,0,0,0,0,0
"11884","basecamp",0,0,0,0,0,0,0,0,0,0
"11885","jeep",0,0,0,0,0,0,0,0,0,0
"11886","dilanjutkan",0,0,0,0,0,0,0,0,0,0
"11887","menyusuri",0,0,0,0,0,0,0,0,0,0
"11888","jalan",0,0,0,0,0,0,0,0,0,0
"11889","jalan",0,0,0,0,0,0,0,0,0,0
"11890","perkampungan",0,0,0,0,0,0,0,0,0,0
"11891","perkebunan",0,0,0,0,0,0,0,0,0,0
"11892","disuguhi",0,0,0,0,0,0,0,0,0,0
"11893","pemandangan",0,0,0,0,0,0,0,0,0,0
"11894","rumah",0,0,0,0,0,0,0,0,0,0
"11895","rumah",0,0,0,0,0,0,0,0,0,0
"11896","hancur",0,0,0,0,0,0,0,0,0,0
"11897","berpenghuni",0,0,0,0,0,0,0,0,0,0
"11898","relokasi",0,0,0,0,0,0,0,0,0,0
"11899","pemerintah",0,0,0,0,0,0,0,0,0,0
