"","dataword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"504","jeep",0,0,0,0,0,0,0,0,0,0
"505","mengantarkan",0,0,0,0,0,0,0,0,0,0
"506","kunjungan",0,0,0,0,0,0,0,0,0,0
"507","melewati",0,0,0,0,0,0,0,0,0,0
"508","jalan",0,0,0,0,0,0,0,0,0,0
"509","berbatu",0,0,0,0,0,0,0,0,0,0
"510","singgah",0,0,0,0,0,0,0,0,0,0
"511","berfoto",0,0,0,0,0,0,0,0,0,0
"512","perjalanan",0,0,0,0,0,0,0,0,0,0
"513","dg",0,0,0,0,0,0,0,0,0,0
"514","basahan",0,0,0,0,0,0,0,0,0,0
"515","kalikuning",0,0,0,0,0,0,0,0,0,0
"516","dingiin",0,0,0,0,0,0,0,0,0,0
"517","seruu",0,0,0,0,0,0,0,0,0,0
"518","bgt",0,0,0,0,0,0,0,0,0,0
"519","berkunjung",0,0,0,0,0,0,0,0,0,0
"520","jogja",0,0,0,0,0,0,0,0,0,0
"521","coba",0,0,0,0,0,0,0,0,0,0
"522","pengalaman",0,0,0,0,0,0,0,0,0,0
"523","d",0,0,0,0,0,0,0,0,0,0
"524","mengunjungi",0,0,0,0,0,0,0,0,0,0
"525","jogja",0,0,0,0,0,0,0,0,0,0
"526","lengkap",0,0,0,0,0,0,0,0,0,0
"527","berpetualang",0,0,0,0,0,0,0,0,0,0
"528","merapi",0,0,0,0,0,0,0,0,0,0
"529","jip",0,0,0,0,0,0,0,0,0,0
"530","wilys",0,0,0,0,0,0,0,0,0,0
"531","seru",0,0,0,0,0,0,0,0,0,0
"532","mengesankansekalian",0,0,0,0,0,0,0,0,0,0
"533","berkunjung",0,0,0,0,0,0,0,0,0,0
"534","rumah",0,0,0,0,0,0,0,0,0,0
"535","mbah",0,0,0,0,0,0,0,0,0,0
"536","maridjanmerasakan",0,0,0,0,0,0,0,0,0,0
"537","betapa",0,0,0,0,0,0,0,0,0,0
"538","ganasnya",0,0,0,0,0,0,0,0,0,0
"539","merapi",0,0,0,0,0,0,0,0,0,0
"540","menerjang",0,0,0,0,0,0,0,0,0,0
"541","pemukiman",0,0,0,0,0,0,0,0,0,0
"542","pendudukmerapi",0,0,0,0,0,0,0,0,0,0
"543","dihati",0,0,0,0,0,0,0,0,0,0
"544","gunung",0,0,0,0,0,0,0,0,0,0
"545","merapi",0,0,0,0,0,0,0,0,0,0
"546","keindahannya",0,0,0,0,0,0,0,0,0,0
"547","lihat",0,0,0,0,0,0,0,0,0,0
"548","sunrise",0,0,0,0,0,0,0,0,0,0
"549","pagi",0,0,0,0,0,0,0,0,0,0
"550","pagi",0,0,0,0,0,0,0,0,0,0
"551","cuaca",0,0,0,0,0,0,0,0,0,0
"552","jam",0,0,0,0,0,0,0,0,0,1
"553","merapi",0,0,0,0,0,0,0,0,0,0
"554","tertutup",0,0,0,0,0,0,0,0,0,0
"555","kabut",0,0,0,0,0,0,0,0,0,0
"556","lumayan",0,0,0,0,0,0,0,0,0,0
"557","tebal",0,0,0,0,0,0,0,0,0,0
"558","menjelajah",0,0,0,0,0,0,0,0,0,0
"559","merapi",0,0,0,0,0,0,0,0,0,0
"560","kaliadem",0,0,0,0,0,0,0,0,0,0
"561","mengexplore",0,0,0,0,0,0,0,0,0,0
"562","bunker",0,0,0,1,0,0,0,0,0,0
"563","perlindungan",0,0,0,0,0,0,0,0,0,0
"564","awan",0,0,0,0,0,0,0,0,0,0
"565","panas",0,0,0,0,0,0,0,0,0,0
"566","disana",0,0,0,0,0,0,0,0,0,0
"567","merapi",0,0,0,0,0,0,0,0,0,0
"568","jalan",0,0,0,0,0,0,0,0,0,0
"569","salah",0,0,0,0,0,0,0,0,0,0
"570","jalur",0,0,0,0,0,0,0,0,0,0
"571","pendakian",0,0,0,0,0,0,0,0,0,0
"572","new",0,0,0,0,0,0,0,0,0,0
"573","selo",0,0,0,0,0,0,0,0,0,0
"574","menawarkan",0,0,0,0,0,0,0,0,0,0
"575","jalur",0,0,0,0,0,0,0,0,0,0
"576","pendakian",0,0,0,0,0,0,0,0,0,0
"577","landai",0,0,0,0,0,0,0,0,0,0
"578","tektok",0,0,0,0,0,0,0,0,0,0
"579","jalan",0,0,0,0,0,0,0,0,0,0
"580","basecamp",0,0,0,0,0,0,0,0,0,0
"581","barameru",0,0,0,0,0,0,0,0,0,0
"582","berangkat",0,0,0,0,0,0,0,0,0,0
"583","dinihari",0,0,0,0,0,0,0,0,0,0
"584","menikmati",0,0,0,0,0,0,0,0,0,0
"585","sunrise",0,0,0,0,0,0,0,0,0,0
"586","puncak",0,0,0,0,0,0,0,0,0,0
"587","merapi",0,0,0,0,0,0,0,0,0,0
"588","pagi",0,0,0,0,0,0,0,0,0,0
"589","turun",0,0,0,0,0,0,0,0,0,0
"590","gunung",0,0,0,0,0,0,0,0,0,0
"591","terkenal",0,0,0,0,0,0,0,0,0,0
"592","daerah",0,0,0,0,0,0,0,0,0,0
"593","yogyakarta",0,0,0,0,0,0,0,0,0,0
"594","aktif",0,0,0,0,0,0,0,0,0,0
"595","view",0,0,0,0,0,0,0,0,0,0
"596","disekitarnya",0,0,0,0,0,0,0,0,0,0
"597","bagus",0,0,0,0,0,0,0,0,0,0
"598","semburan",0,0,0,0,0,0,0,0,0,0
"599","liar",0,0,1,0,0,0,0,0,1,0
"600","larva",0,0,0,0,0,0,0,0,0,0
"601","berkah",0,0,0,0,0,0,0,0,0,0
"602","kemasan",0,0,0,0,0,0,0,0,0,0
"603","wisata",0,0,0,0,0,0,0,0,0,0
"604","larva",0,0,0,0,0,0,0,0,0,0
"605","tour",0,0,0,0,0,0,0,0,0,0
"606","wisata",0,0,0,0,0,0,0,0,0,0
"607","jrep",0,0,0,0,0,0,0,0,0,0
"608","touring",0,0,0,0,0,0,0,0,0,0
"609","menyusuri",0,0,0,0,0,0,0,0,0,0
"610","area",0,0,0,0,0,0,0,0,0,0
"611","semburan",0,0,0,0,0,0,0,0,0,0
"612","larva",0,0,0,0,0,0,0,0,0,0
"613","pengalaman",0,0,0,0,0,0,0,0,0,0
"614","wisata",0,0,0,0,0,0,0,0,0,0
"615","menyenangkan",0,0,0,0,0,0,0,0,0,0
"616","kunjungan",0,0,0,0,0,0,0,0,0,0
"617","sy",0,0,0,0,0,0,0,0,0,0
"618","yg",0,0,0,0,0,0,0,0,0,0
"619","november",0,0,0,0,0,0,0,0,0,0
"620","puncak",0,0,0,0,0,0,0,0,0,0
"621","merapi",0,0,0,0,0,0,0,0,0,0
"622","tertutup",0,0,0,0,0,0,0,0,0,0
"623","awan",0,0,0,0,0,0,0,0,0,0
"624","skr",0,0,0,0,0,0,0,0,0,0
"625","pertengahan",0,0,0,0,0,0,0,0,0,0
"626","april",0,0,0,0,0,0,0,0,0,0
"627","puncak",0,0,0,0,0,0,0,0,0,0
"628","merapi",0,0,0,0,0,0,0,0,0,0
"629","kedatanganku",0,0,0,0,0,0,0,0,0,0
"630","disambut",0,0,0,0,0,0,0,0,0,0
"631","awan",0,0,0,0,0,0,0,0,0,0
"632","yg",0,0,0,0,0,0,0,0,0,0
"633","kluar",0,0,0,0,0,0,0,0,0,0
"634","dr",0,0,0,0,0,0,0,0,0,0
"635","kawah",0,0,0,0,0,0,0,0,0,0
"636","tp",0,0,0,0,0,0,0,0,0,0
"637","ga",0,0,0,0,0,0,0,0,0,0
"638","view",0,0,0,0,0,0,0,0,0,0
"639","tetep",0,0,0,0,0,0,0,0,0,0
"640","dr",0,0,0,0,0,0,0,0,0,0
"641","bukit",0,0,0,0,0,0,0,0,0,0
"642","klangon",0,0,0,0,0,0,0,0,0,0
"643","tetep",0,0,0,0,0,0,0,0,0,0
"644","gratis",0,0,0,0,0,0,0,0,0,0
"645","minusnya",0,0,0,0,0,0,0,0,0,0
"646","bambu",0,0,0,0,0,0,0,0,0,0
"647","gardu",0,0,0,0,0,0,0,0,0,0
"648","pandang",0,0,0,0,0,0,0,0,0,0
"649","udh",0,0,0,0,0,0,0,0,0,0
"650","ga",0,0,0,0,0,0,0,0,0,0
"651","layak",0,0,0,0,0,0,0,0,0,0
"652","injak",0,0,0,0,0,0,0,0,0,0
"653","gunung",0,0,0,0,0,0,0,0,0,0
"654","teraktif",0,0,0,0,0,0,0,0,0,0
"655","dunia",0,0,0,0,0,0,0,0,0,0
"656","indah",0,0,0,0,0,0,0,0,0,0
"657","bagus",0,0,0,0,0,0,0,0,0,0
"658","dikunjungi",0,0,0,0,0,0,0,0,0,0
"659","ditutup",0,0,0,0,0,0,0,0,0,0
"660","wisatawan",0,0,0,0,0,0,0,0,0,0
"661","gunung",0,0,0,0,0,0,0,0,0,0
"662","merapi",0,0,0,0,0,0,0,0,0,0
"663","aralah",0,0,0,0,0,0,0,0,0,0
"664","salah",0,0,0,0,0,0,0,0,0,0
"665","menarik",0,0,0,0,0,0,0,0,0,0
"666","patut",0,0,0,0,0,0,0,0,0,0
"667","dikunjungi",0,0,0,0,0,0,0,0,0,0
"668","jeep",0,0,0,0,0,0,0,0,0,0
"669","lavatour",0,0,0,0,0,0,0,0,0,0
"670","merapi",0,0,0,0,0,0,0,0,0,0
"671","destinasi",0,0,0,0,0,0,0,0,0,0
"672","wisata",0,0,0,0,0,0,0,0,0,0
"673","disana",0,0,0,0,0,0,0,0,0,0
"674","sejarah",0,0,0,0,0,0,0,0,0,0
"675","gunung",0,0,0,0,0,0,0,0,0,0
"676","merapi",0,0,0,0,0,0,0,0,0,0
"677","barang",0,0,0,0,0,0,0,0,0,0
"678","barang",0,0,0,0,0,0,0,0,0,0
"679","sisa",0,0,0,0,0,0,0,0,0,0
"680","letusan",0,0,0,0,0,0,0,0,0,0
"681","gunung",0,0,0,0,0,0,0,0,0,0
"682","banker",0,0,0,0,0,0,0,1,0,0
"683","dimana",0,0,0,0,0,0,0,0,0,0
"684","masyarakat",0,0,0,0,0,0,0,0,0,0
"685","melindungi",0,0,0,0,0,0,0,0,0,0
"686","merapi",0,0,0,0,0,0,0,0,0,0
"687","meletus",0,0,0,0,0,0,0,0,0,0
"688","wisata",0,0,0,0,0,0,0,0,0,0
"689","cocok",0,0,0,0,0,0,0,0,0,0
"690","mengenal",0,0,0,0,0,0,0,0,0,0
"691","sejarah",0,0,0,0,0,0,0,0,0,0
"692","liburan",0,0,0,0,0,0,0,0,0,0
"693","belajar",0,0,0,0,0,0,0,0,0,0
"694","sejarah",0,0,0,0,0,0,0,0,0,0
"695","berfotofoto",0,0,0,0,0,0,0,0,0,0
"696","kesini",0,0,0,0,0,0,0,0,0,0
"697","yaa",0,0,0,0,0,0,0,0,0,0
"698","dijamin",0,0,0,0,0,0,0,0,0,0
"699","sangar",0,0,0,0,0,0,0,0,0,0
"700","asik",0,0,0,0,0,0,0,0,0,0
"701","napak",0,0,0,0,0,0,0,0,0,0
"702","tilas",0,0,0,0,0,0,0,0,0,0
"703","sejarah",0,0,0,0,0,0,0,0,0,0
"704","letusan",0,0,0,0,0,0,0,0,0,0
"705","gunung",0,0,0,0,0,0,0,0,0,0
"706","merapi",0,0,0,0,0,0,0,0,0,0
"707","peninggalan",0,0,0,0,0,0,0,0,0,0
"708","harta",0,0,0,0,0,0,0,0,0,0
"709","benda",0,0,0,0,0,0,0,0,0,0
"710","masyarakat",0,0,0,0,0,0,0,0,0,0
"711","terkena",0,0,0,0,0,0,0,0,0,0
"712","dampak",0,0,0,0,0,0,0,0,0,0
"713","erupsi",0,0,0,0,0,0,0,0,0,0
"714","gunung",0,0,0,0,0,0,0,0,0,0
"715","merapi",0,0,0,0,0,0,0,0,0,0
"716","mendidik",0,0,0,0,0,0,0,0,0,0
"717","wisatawan",0,0,0,0,0,0,0,0,0,0
"718","berkunjung",0,0,0,0,0,0,0,0,0,0
"719","bersahabat",0,0,0,0,0,0,0,0,0,0
"720","tour",0,0,0,0,0,0,0,0,0,0
"721","guidepemandu",0,0,0,0,0,0,0,0,0,0
"722","wisata",0,0,0,0,0,0,0,0,0,0
"723","memandu",0,0,0,0,0,0,0,0,0,0
"724","pengunjung",0,0,0,0,0,0,0,0,0,0
"725","dikunjungi",0,0,0,0,0,0,0,0,0,0
"726","bungker",0,0,0,0,0,0,0,0,0,0
"727","kali",0,0,0,0,0,0,0,0,0,0
"728","adem",0,0,0,0,0,0,0,0,0,0
"729","museum",0,0,0,0,0,0,0,0,0,0
"730","sisa",0,0,0,0,0,0,0,0,0,0
"731","hartaku",0,0,0,0,0,0,0,0,0,0
"732","tersedia",0,0,0,0,0,0,0,0,0,0
"733","paket",0,0,0,0,0,0,0,0,0,0
"734","lava",1,0,0,1,0,0,0,0,1,0
"735","tour",0,0,0,0,0,0,0,0,0,0
"736","merapi",0,0,0,0,0,0,0,0,0,0
"737","harga",0,0,0,0,0,0,0,0,0,0
"738","idr",0,0,0,0,0,0,0,0,0,0
"739","k",0,0,0,0,0,0,0,0,0,0
"740","menyewa",0,0,0,0,0,0,0,0,0,0
"741","jeep",0,0,0,0,0,0,0,0,0,0
"742","menelusuri",0,0,0,0,0,0,0,0,0,0
"743","wisata",0,0,0,0,0,0,0,0,0,0
"744","merapi",0,0,0,0,0,0,0,0,0,0
"745","bunker",0,0,0,1,0,0,0,0,0,0
"746","kali",0,0,0,0,0,0,0,0,0,0
"747","adem",0,0,0,0,0,0,0,0,0,0
"748","museum",0,0,0,0,0,0,0,0,0,0
"749","sisa",0,0,0,0,0,0,0,0,0,0
"750","hartaku",0,0,0,0,0,0,0,0,0,0
"751","transport",0,0,0,0,0,0,0,0,0,0
"752","merapi",0,0,0,0,0,0,0,0,0,0
"753","membawa",0,0,0,0,0,0,0,0,0,0
"754","kendaraan",0,0,0,0,0,0,0,0,0,0
"755","pribadi",0,0,0,0,0,0,0,0,0,0
"756","menghubungi",0,0,0,0,0,0,0,0,0,0
"757","search",0,0,0,0,0,0,0,0,0,0
"758","google",0,0,0,0,0,0,0,0,0,0
"759","avilo",0,0,0,0,0,0,0,0,0,0
"760","transport",0,0,0,0,0,0,0,0,0,0
"761","pilihan",0,0,0,0,0,0,0,0,0,0
"762","wisata",0,0,0,0,0,0,0,0,0,0
"763","menarik",0,0,0,0,0,0,0,0,0,0
"764","memutuskan",0,0,0,0,0,0,0,0,0,0
"765","touring",0,0,0,0,0,0,0,0,0,0
"766","jeep",0,0,0,0,0,0,0,0,0,0
"767","siapkan",0,0,0,0,0,0,0,0,0,0
"768","masker",0,0,0,0,0,0,0,0,0,0
"769","musim",0,0,0,0,0,0,0,0,0,0
"770","kemarau",0,0,0,0,0,0,0,0,0,0
"771","siapkan",0,0,0,0,0,0,0,0,0,0
"772","baju",0,0,0,0,0,0,0,0,0,0
"773","ganti",0,0,0,0,0,0,0,0,0,0
"774","hujan",0,0,0,0,0,0,0,0,0,0
"775","baju",0,0,0,0,0,0,0,0,0,0
"776","ganti",0,0,0,0,0,0,0,0,0,0
"777","mengambil",0,0,0,0,0,0,0,0,0,0
"778","long",0,1,0,0,0,0,0,0,0,0
"779","trek",0,0,0,0,0,0,0,0,0,0
"780","dibawa",0,0,0,0,0,0,0,0,0,0
"781","melewati",0,0,0,0,0,0,0,0,0,0
"782","genangan",0,0,0,0,0,0,0,0,0,0
"783","airselamat",0,0,0,0,0,0,0,0,0,0
"784","menikmati",0,0,0,0,0,0,0,0,0,0
"785","keindahan",0,0,0,0,0,0,0,0,0,0
"786","merapi",0,0,0,0,0,0,0,0,0,0
"787","keseruan",0,0,0,0,0,0,0,0,0,0
"788","jelajah",0,0,0,0,0,0,0,0,0,0
"789","jeep",0,0,0,0,0,0,0,0,0,0
"790","merapi",0,0,0,0,0,0,0,0,0,0
"791","sensitif",0,0,0,0,0,0,0,0,0,0
"792","indah",0,0,0,0,0,0,0,0,0,0
"793","dipandang",0,0,0,0,0,0,0,0,0,0
"794","bahaya",0,0,0,0,0,0,0,0,0,0
"795","berdekatan",0,0,0,0,0,0,0,0,0,0
"796","keep",0,0,0,0,0,0,0,0,0,0
"797","on",0,0,0,0,0,0,0,0,0,0
"798","safety",0,0,0,0,0,0,0,0,0,0
"799","guys",0,0,0,0,0,0,0,0,0,0
"800","god",0,1,0,1,1,0,0,1,0,1
"801","bless",0,1,0,0,1,0,0,1,0,1
"802","merapi",0,0,0,0,0,0,0,0,0,0
"803","gunungnya",0,0,0,0,0,0,0,0,0,0
"804","bagus",0,0,0,0,0,0,0,0,0,0
"805","pagi",0,0,0,0,0,0,0,0,0,0
"806","menyewa",0,0,0,0,0,0,0,0,0,0
"807","jeep",0,0,0,0,0,0,0,0,0,0
"808","dam",0,0,0,0,0,0,0,0,0,0
"809","tripnya",0,0,0,0,0,0,0,0,0,0
"810","wisata",0,0,0,0,0,0,0,0,0,0
"811","gak",0,0,0,0,0,0,0,0,0,0
"812","lengkap",0,0,0,0,0,0,0,0,0,0
"813","kejogja",0,0,0,0,0,0,0,0,0,0
"814","berkunjung",0,0,0,0,0,0,0,0,0,0
"815","gunung",0,0,0,0,0,0,0,0,0,0
"816","merapi",0,0,0,0,0,0,0,0,0,0
"817","tempatnya",0,0,0,0,0,0,0,0,0,0
"818","adem",0,0,0,0,0,0,0,0,0,0
"819","mengunjungi",0,0,0,0,0,0,0,0,0,0
"820","bungker",0,0,0,0,0,0,0,0,0,0
"821","merapi",0,0,0,0,0,0,0,0,0,0
"822","npak",0,0,0,0,0,0,0,0,0,0
"823","tilas",0,0,0,0,0,0,0,0,0,0
"824","rumah",0,0,0,0,0,0,0,0,0,0
"825","almmbh",0,0,0,0,0,0,0,0,0,0
"826","marijan",0,0,0,0,0,0,0,0,0,0
"827","post",0,0,0,0,0,0,0,0,0,0
"828","membayar",0,0,0,0,0,0,0,0,0,0
"829","biaya",0,0,0,0,0,0,0,0,0,0
"830","masuk",0,0,0,0,0,0,0,0,0,0
"831","dtg",0,0,0,0,0,0,0,0,0,0
"832","sni",0,0,0,0,0,0,0,0,0,0
"833","point",0,0,0,0,0,0,0,0,0,0
"834","xsilap",0,0,0,0,0,0,0,0,0,0
"835","stiap",0,0,0,0,0,0,0,0,0,0
"836","point",0,0,0,0,0,0,0,0,0,0
"837","yg",0,0,0,0,0,0,0,0,0,0
"838","sggah",0,0,0,0,0,0,0,0,0,0
"839","permandangan",0,0,0,0,0,0,0,0,0,0
"840","cerita",0,0,0,0,0,0,0,0,0,0
"841","yg",0,0,0,0,0,0,0,0,0,0
"842","berbeza",0,0,0,0,0,0,0,0,0,0
"843","jga",0,0,0,0,0,0,0,0,0,0
"844","blh",0,0,0,0,0,0,0,0,0,0
"845","tntang",0,0,0,0,0,0,0,0,0,0
"846","sejarah",0,0,0,0,0,0,0,0,0,0
"847","trdapat",0,0,0,0,0,0,0,0,0,0
"848","byk",0,0,0,0,0,0,0,0,0,0
"849","korban",0,0,0,0,0,0,0,0,0,0
"850","nyawa",0,0,0,0,0,0,0,0,0,0
"851","mahupun",0,0,0,0,0,0,0,0,0,0
"852","harta",0,0,0,0,0,0,0,0,0,0
"853","benda",0,0,0,0,0,0,0,0,0,0
"854","yg",0,0,0,0,0,0,0,0,0,0
"855","plg",0,0,0,0,0,0,0,0,0,0
"856","mnyedihkan",0,0,0,0,0,0,0,0,0,0
"857","nmpak",0,0,0,0,0,0,0,0,0,0
"858","langsung",0,0,0,0,0,0,0,0,0,0
"859","gmbar",0,0,0,0,0,0,0,0,0,0
"860","brg",0,0,0,0,0,0,0,0,0,0
"861","yg",0,0,0,0,0,0,0,0,0,0
"862","musnah",0,0,0,0,0,0,0,0,0,0
"863","dtg",0,0,0,0,0,0,0,0,0,0
"864","kesini",0,0,0,0,0,0,0,0,0,0
"865","dah",0,0,0,0,0,0,0,0,0,0
"866","smpai",0,0,0,0,0,0,0,0,0,0
"867","jogja",0,0,0,0,0,0,0,0,0,0
"868","seronok",0,0,0,0,0,0,0,0,0,0
"869","jeep",0,0,0,0,0,0,0,0,0,0
"870","tau",0,0,0,0,0,0,0,0,0,0
"871","abg",0,0,0,0,0,0,0,0,0,0
"872","driver",0,0,0,0,0,0,0,0,0,0
"873","tour",0,0,0,0,0,0,0,0,0,0
"874","and",0,0,0,0,0,0,0,0,0,0
"875","guide",0,0,0,0,0,0,0,1,0,1
"876","best",0,0,0,0,0,0,0,0,0,0
"877","sporting",0,0,0,0,0,0,0,0,0,0
"878","tlg",0,0,0,0,0,0,0,0,0,0
"879","mbikkan",0,0,0,0,0,0,0,0,0,0
"880","gambar",0,0,0,0,0,0,0,0,0,0
"881","ngan",0,0,0,0,0,0,0,0,0,0
"882","kawan",0,0,0,0,0,0,0,0,0,0
"883","dtg",0,0,0,0,0,0,0,0,0,0
"884","sni",0,0,0,0,0,0,0,0,0,0
"885","mas",0,0,0,0,0,0,0,0,0,0
"886","parjo",0,0,0,0,0,0,0,0,0,0
"887","yg",0,0,0,0,0,0,0,0,0,0
"888","guide",0,0,0,0,0,0,0,1,0,1
"889","kitaorang",0,0,0,0,0,0,0,0,0,0
"890","sgt",0,0,0,0,0,0,0,0,0,0
"891","peramah",0,0,0,0,0,0,0,0,0,0
"892","sporting",0,0,0,0,0,0,0,0,0,0
"893","terima",0,0,0,0,0,0,0,0,0,0
"894","kasih",0,0,0,0,0,0,0,0,0,0
"895","teamenjoyyourholiday",0,0,0,0,0,0,0,0,0,0
"896","sbb",0,0,0,0,0,0,0,0,0,0
"897","sntiasa",0,0,0,0,0,0,0,0,0,0
"898","mmberikan",0,0,0,0,0,0,0,0,0,0
"899","yg",0,0,0,0,0,0,0,0,0,0
"900","terbaik",0,0,0,0,0,0,0,0,0,0
"901","utk",0,0,0,0,0,0,0,0,0,0
"902","the",0,0,0,0,0,0,0,0,0,0
"903","best",0,0,0,0,0,0,0,0,0,0
"904","tour",0,0,0,0,0,0,0,0,0,0
"905","and",0,0,0,0,0,0,0,0,0,0
"906","guide",0,0,0,0,0,0,0,1,0,1
"907","ever",0,0,0,0,0,0,0,0,0,0
"908","jogja",0,0,0,0,0,0,0,0,0,0
"909","lengkap",0,0,0,0,0,0,0,0,0,0
"910","kesini",0,0,0,0,0,0,0,0,0,0
"911","menapak",0,0,0,0,0,0,0,0,0,0
"912","tilas",0,0,0,0,0,0,0,0,0,0
"913","sejarah",0,0,0,0,0,0,0,0,0,0
"914","meletusnya",0,0,0,0,0,0,0,0,0,0
"915","gunung",0,0,0,0,0,0,0,0,0,0
"916","merapai",0,0,0,0,0,0,0,0,0,0
"917","mengenal",0,0,0,0,0,0,0,0,0,0
"918","sosok",0,0,0,0,0,0,0,0,0,0
"919","mbah",0,0,0,0,0,0,0,0,0,0
"920","marijan",0,0,0,0,0,0,0,0,0,0
"921","beruntung",0,0,0,0,0,0,0,0,0,0
"922","bertemu",0,0,0,0,0,0,0,0,0,0
"923","istri",0,0,0,0,0,0,0,0,0,0
"924","mbah",0,0,0,0,0,0,0,0,0,0
"925","marijan",0,0,0,0,0,0,0,0,0,0
"926","merapi",0,0,0,0,0,0,0,0,0,0
"927","wajib",0,0,0,0,0,0,0,0,0,0
"928","dikunjungi",0,0,0,0,0,0,0,0,0,0
"929","disamping",0,0,0,0,0,0,0,0,0,0
"930","mengenang",0,0,0,0,0,0,0,0,0,0
"931","kilas",0,0,0,0,0,0,0,0,0,0
"932","peristiwa",0,0,0,0,0,0,0,0,0,0
"933","merapi",0,0,0,0,0,0,0,0,0,0
"934","wahana",0,0,0,0,0,0,0,0,0,0
"935","merapi",0,0,0,0,0,0,0,0,0,0
"936","park",0,0,0,0,0,0,0,0,0,0
"937","cocok",0,0,0,0,0,0,0,0,0,0
"938","utk",0,0,0,0,0,0,0,0,0,0
"939","yg",0,0,0,0,0,0,0,0,0,0
"940","membawa",0,0,0,0,0,0,0,0,0,0
"941","anak",0,0,0,0,0,0,0,0,0,0
"942","kamikebetulan",0,0,0,0,0,0,0,0,0,0
"943","jasa",0,0,0,0,0,0,0,0,0,0
"944","lava",1,0,0,1,0,0,0,0,1,0
"945","tour",0,0,0,0,0,0,0,0,0,0
"946","merapi",0,0,0,0,0,0,0,0,0,0
"947","perjalan",0,0,0,0,0,0,0,0,0,0
"948","seru",0,0,0,0,0,0,0,0,0,0
"949","mengunakan",0,0,0,0,0,0,0,0,0,0
"950","jeep",0,0,0,0,0,0,0,0,0,0
"951","yg",0,0,0,0,0,0,0,0,0,0
"952","sopirnya",0,0,0,0,0,0,0,0,0,0
"953","ramah",0,0,0,0,0,0,0,0,0,0
"954","memandu",0,0,0,0,0,0,0,0,0,0
"955","dgn",0,0,0,0,0,0,0,0,0,0
"956","detail",0,0,0,0,0,0,0,0,0,0
"957","persatu",0,0,0,0,0,0,0,0,0,0
"958","yg",0,0,0,0,0,0,0,0,0,0
"959","kunjungi",0,0,0,0,0,0,0,0,0,0
"960","oh",0,0,0,0,0,0,0,0,0,0
"961","ya",0,0,0,0,0,0,0,0,0,0
"962","sopirnya",0,0,0,0,0,0,0,0,0,0
"963","merangkap",0,0,0,0,0,0,0,0,0,0
"964","fotografer",0,0,0,0,0,0,0,0,0,0
"965","pengarah",0,0,0,0,0,0,0,0,0,0
"966","gaya",0,0,0,0,0,0,0,0,0,0
"967","lohtrimakasih",0,0,0,0,0,0,0,0,0,0
"968","lava",1,0,0,1,0,0,0,0,1,0
"969","tour",0,0,0,0,0,0,0,0,0,0
"970","mantap",0,0,0,0,0,0,0,0,0,0
"971","dlm",0,0,0,0,0,0,0,0,0,0
"972","pelayanan",0,0,0,0,0,0,0,0,0,0
"973","menyukai",0,0,0,0,0,0,0,0,0,0
"974","adventure",0,1,0,0,0,0,0,0,0,1
"975","mencoba",0,0,0,0,0,0,0,0,0,0
"976","merapi",0,0,0,0,0,0,0,0,0,0
"977","lava",1,0,0,1,0,0,0,0,1,0
"978","tour",0,0,0,0,0,0,0,0,0,0
"979","durasi",0,0,0,0,0,0,0,0,0,0
"980","ditawarkan",0,0,0,0,0,0,0,0,0,0
"981","kemarin",0,0,0,0,0,0,0,0,0,0
"982","mengambil",0,0,0,0,0,0,0,0,0,0
"983","paket",0,0,0,0,0,0,0,0,0,0
"984","medium",0,0,0,0,0,0,0,0,0,0
"985","rp",0,0,0,0,0,0,0,0,0,0
"986","jeep",0,0,0,0,0,0,0,0,0,0
"987","yg",0,0,0,0,0,0,0,0,0,0
"988","muat",0,0,0,0,0,0,0,0,0,0
"989","orang",0,0,0,0,0,0,0,0,0,0
"990","meliputi",0,0,0,0,0,0,0,0,0,0
"991","daerah",0,0,0,0,0,0,0,0,0,0
"992","bunker",0,0,0,1,0,0,0,0,0,0
"993","batu",0,0,0,0,0,0,0,0,0,0
"994","alien",0,0,1,1,0,0,0,0,1,0
"995","museum",0,0,0,0,0,0,0,0,0,0
"996","merapi",0,0,0,0,0,0,0,0,0,0
"997","sungai",0,0,0,0,0,0,0,0,0,0
"998","perjalanan",0,0,0,0,0,0,0,0,0,0
"999","medan",0,0,0,0,0,0,0,0,0,0
"1000","menantang",0,0,0,0,0,0,0,0,0,0
"1001","disuguhkan",0,0,0,0,0,0,0,0,0,0
"1002","pemandangan",0,0,0,0,0,0,0,0,0,0
"1003","indah",0,0,0,0,0,0,0,0,0,0
"1004","museum",0,0,0,0,0,0,0,0,0,0
"1005","merapi",0,0,0,0,0,0,0,0,0,0
"1006","bs",0,0,0,0,0,0,0,0,0,0
"1007","rumah",0,0,0,0,0,0,0,0,0,0
"1008","perabotan",0,0,0,0,0,0,0,0,0,0
"1009","kendaraan",0,0,0,0,0,0,0,0,0,0
"1010","tulang",0,0,0,0,0,0,0,0,0,0
"1011","hewan",0,0,0,0,0,0,0,0,0,0
"1012","terkena",0,0,0,0,0,0,0,0,0,0
"1013","erupsi",0,0,0,0,0,0,0,0,0,0
"1014","merapiterdapat",0,0,0,0,0,0,0,0,0,0
"1015","kios",0,0,0,0,0,0,0,0,0,0
